respid,sample,comp,int_date,lang,cregion,state,density,sfips,usr,qs1,sex,eminuse,intmob,intfreq,snsint2,home4nw,bbhome1,bbhome2,device1a,smart2,q20,bbsmart1,bbsmart2,bbsmart3a,bbsmart3b,bbsmart3c,bbsmart3d,bbsmart3e,bbsmart3f,bbsmart3foe@,bbsmart4,web1a,web1b,web1c,web1d,web1e,web1f,web1g,web1h,web1i,sns2a,sns2b,sns2c,sns2d,sns2e,device1b,device1c,device1d,books1,books2a,books2b,books2c,age,marital,educ2,emplnw,hisp,racem1,racem2,racem3,racem4,racecmb,birth_hisp,inc,party,partyln,hh1,hh3,ql1,ql1a,qc1,weight,cellweight
100731,2,1,190113,1,2,18,3,18039,U,2,2,1,1,1,1,1,2, , ,1,3, , , , , , , , , , ,2,2,1,2,1,2,2,2,2, , ,3, ,3,1,1,1,3,1,1,2,60,4,2,8,2,1, , , ,1, ,1,3,2,3,3, , ,1,1.3763158,1.6420823
100733,2,1,190113,1,1,23,2,6061,S,2,1,1,1,2,1,1,2, , ,1,2, , , , , , , , , , ,2,2,1,2,2,2,2,2,2, , ,1, , ,1,1,2,60,1,1,1,57,1,6,3,2,1, , , ,1, ,9,1, ,2,2, , ,1,.3597962,.3621883
100734,2,1,190113,1,4,53,1,53011,R,2,1,1,1,1,1,1,2, , ,1,1, , , , , , , , , , ,2,1,1,2,1,2,1,2,2, ,1,1, ,1,1,1,2,40,1,1,2,36,1,6,1,2,1, , , ,1, ,2,1, ,4,2, , ,2,.5524741,.5242593
100735,2,1,190113,1,2,26,3,26139,U,2,1,1,1,2,2,1,2, , ,1,3, , , , , , , , , , ,2,2,2,2,2,2,2,2,2, , , , , ,1,1,2,15,1,2,2,75,1,6,3,2,1, , , ,1, ,98,8,8,2,2, , ,2,.4693595,.4860862
100737,2,1,190113,1,2,18,2,18177,R,2,2,1,1,1,1,2, , , ,1,1,2,1,1,1,1,1,2,2, ,9,1,1,1,1,1,2,1,2,1,5,3,1,1,1,1,1,1,4,1,1,1,23,6,4,4,2,1, , , ,1, ,1,3,1,6,4, , ,2,2.2433447,2.0699671
100738,2,1,190113,1,1,36,5,36047,U,2,2,1,1,2,1,1,2, , ,1,1, , , , , , , , , , ,2,1,1,2,1,1,1,1,2, ,1,3, ,1,1,2,1,8,1,2,1,30,1,6,1,1,1, , , ,1,3,7,4,8,2,1, , ,2,.8313443,.7266111
100739,2,1,190113,1,4,16,1,6037,R,2,1,1,1,2,1,1,2, , ,1,3, , , , , , , , , , ,2,2,1,2,2,2,2,2,2, , ,2, , ,1,1,2,15,1,2,2,60,2,7,3,2,1, , , ,1, ,8,1, ,2,2, , ,2,.3474053,.3621883
100740,2,1,190113,1,3,51,4,37129,U,2,1,1,1,2,1,1,2, , ,1,2, , , , , , , , , , ,1,1,1,1,1,2,1,1,2,3,5,5,5,4,1,1,2,15,1,2,1,32,1,7,1,2,1, , , ,1, ,6,3,2,3,2, , ,2,.9556877,.700207
100744,2,1,190113,1,3,22,4,22051,S,2,1,1,1,2,1,1,2, , ,1,3, , , , , , , , , , ,1,1,1,2,1,2,2,1,2,1,1,3, ,1,1,1,1,20,1,1,1,27,6,8,1,2,9, , , ,9, ,9,2, ,1, , , ,1,.5944839,.700207
100746,2,1,190113,1,4,6,2,6065,S,2,1,1,1,1,1,1,2, , ,1,2, , , , , , , , , , ,1,1,1,2,1,2,2,1,2,1,5,2, ,3,1,1,2,12,1,2,1,65,1,6,1,2,1, , , ,1, ,9,1, ,2,2, , ,2,.4088151,.419585
100748,2,1,190113,1,2,26,2,26021,S,2,1,1,1,2,1,1,2, , ,1,2, , , , , , , , , , ,2,1,1,1,1,2,2,2,2, ,1,4,1,1,2,1,1,7,1,2,2,18,6,2,1,2,1, , , ,1, ,8,3,2,3,3, , ,2,1.0202598,.7309205
100749,2,1,190115,1,2,27,1,27131,R,2,1,1,1,4,1,1,2, , ,2, , , , , , , , , , , ,2,2,1,2,1,2,2,2,2, , ,3, ,3,1,2,2,0, , , ,51,6,3,1,2,1, , , ,1, ,7,1, ,1, , , ,2,1.3079232,1.0844257
100750,2,1,190113,1,1,25,4,25009,S,2,2,1,1,2,1,1,2, , ,1,2, , , , , , , , , , ,2,2,1,2,2,2,2,2,2, , ,3, , ,1,2,2,6,1,2,2,78,5,3,4,2,1, , , ,1, ,98,3,1,2,2, , ,1,.9176762,1.5561382
100751,2,1,190113,1,3,48,5,48201,U,2,1,1,1,4,2,1,2, , ,2, , , , , , , , , , , ,2,2,2,2,1,2,2,2,2, , , , ,2,2,1,1,0, , , ,50,6,6,1,2,1, , , ,1, ,7,4,1,2,1, , ,2,.8004024,.6423694
100752,2,1,190113,1,3,48,5,48439, ,2,1,1,1,2,2,1,2, , ,1,3, , , , , , , , , , ,1,2,2,2,1,2,2,2,2,3, , , ,2,1,1,2,1,2,2,1,52,1,6,1,2,1, , , ,1, ,7,2, ,2,2, , ,2,.8004024,.6423694
100754,2,1,190113,1,2,29,4,29095,U,2,1,1,1,2,1,1,2, , ,1,2, , , , , , , , , , ,1,1,1,1,1,2,1,1,1,1,1,2,3,3,1,1,2,0, , , ,51,1,3,1,2,1, , , ,1, ,8,2, ,2,2, , ,1,1.1249082,.9975936
100755,2,1,190113,1,4,6,2,6047,U,2,2,2,2, ,2,2, , , ,2, ,2,2,1,1, ,2,8,2, ,2,2,2,2,2,2,2,2,2,2, , , , , ,2,2,2,2,1,2,2,69,5,3,4,2,2, , , ,2, ,1,2, ,2,1, , ,2,2.0240287,2.0699671
100756,2,1,190113,1,1,36,4,36061,S,2,1,1,1,1,1,1,2, , ,1,2, , , , , , , , , , ,2,1,1,2,1,1,2,1,2, ,2,1, ,3,2,1,1,20,1,2,2,32,1,2,1,2,1, , , ,1, ,8,1, ,3,2, , ,2,1.1596226,.8655
100757,2,1,190113,1,4,53,3,53011,U,2,2,1,1,2,1,1,2, , ,1,3, , , , , , , , , , ,2,2,1,2,1,2,2,2,2, , ,2, ,2,1,1,2,5,1,2,2,49,1,7,1,2,1, , , ,1, ,7,2, ,2,2, , ,2,.7014933,.6406767
100758,2,1,190113,1,2,26,3,26139,S,2,1,1,1,1,2,1,2, , ,1,9, , , , , , , , , , ,2,2,2,2,2,2,2,2,2, , , , , ,1,1,2,80,1,1,2,22,6,4,1,2,1, , , ,1, ,9,1, ,1, , , ,2,1.615844,1.2758418
100759,2,1,190113,1,3,48,5,48201,U,2,1,2,2, ,2,2, , , ,1,9,2,2,1,1,1,1,2,1,keeping phone's simple for the household,6,2,2,2,2,2,2,2,2,2, , , , , ,2,2,2,4,1,2,2,65,2,5,1,2,2, , , ,2, ,99,2, ,2,2, , ,2,1.2758803,1.5967256
100762,2,1,190113,1,3,48,4,48453,U,2,2,1,1,1,1,1,2, , ,1,1, , , , , , , , , , ,2,1,1,1,2,2,1,2,2, ,2,3,1, ,2,1,2,5,1,2,2,18,6,3,4,2,1, , , ,1, ,9,3,2,6,3, , ,2,1.6765729,1.3031361
100766,2,1,190113,1,4,6,2,6097,U,2,2,1,1,2,1,1,8, , ,8, ,9,2,9,9, ,9,9,9, , ,1,2,1,2,2,2,2,2,2,5, ,2, , ,2,1,2,12,1,2,2,62,3,4,1,2,1, , , ,1, ,5,2, ,2,2, , ,2,.9224926,1.0232433
100769,2,1,190113,1,1,36,1,29203,R,2,1,1,1,2,1,1,2, , ,1,2, , , , , , , , , , ,2,2,2,2,2,2,2,2,2, , , , , ,1,1,1,14,1,1,1,27,1,8,1,2,1, , , ,1, ,8,3,2,5,2, , ,2,.9105605,.7667395
100770,2,1,190113,1,3,51,5,51740,U,2,1,1,1,1,1,1,2, , ,1,1, , , , , , , , , , ,1,1,1,2,1,2,2,2,2,3,2,2, ,2,1,1,1,0, , , ,29,6,5,1,2,2, , , ,2, ,4,3,9,4,2, , ,1,1.8774454,1.7693015
100771,2,1,190113,1,3,40,4,40143,S,2,2,1,1,2,1,1,2, , ,1,3, , , , , , , , , , ,2,2,1,1,1,2,1,1,1, , ,1,1,3,1,1,2,15,1,2,1,55,1,4,5,2,1, , , ,1, ,8,1, ,3,3, , ,2,1.0496565,1.1306794
100772,2,1,190113,1,3,12,3,12127,S,2,1,1,1,1,1,1,2, , ,1,1, , , , , , , , , , ,2,1,2,1,1,2,2,2,2, ,1, ,1,1,2,1,1,1,1,2,2,19,6,3,2,2,1, , , ,1, ,6,3,1,3,2, , ,2,1.0203776,.777918
100774,2,1,190113,1,3,12,4,36119,S,2,1,1,1,1,1,1,2, , ,1,3, , , , , , , , , , ,1,1,1,2,1,2,1,1,2,1,1,1, ,3,1,1,1,30,1,2,2,29,1,6,1,2,1, , , ,1, ,9,3,1,2,2, , ,2,.9556877,.700207
100776,2,1,190114,1,2,17,1,17191,R,2,1,1,1,2,2,1,2, , ,1,2, , , , , , , , , , ,1,2,2,2,1,1,1,2,1,3, , , ,2,1,1,2,12,1,2,1,59,3,5,3,2,1, , , ,1, ,8,1, ,1, , , ,1,.4191013,.600709
100778,2,1,190114,1,2,55,3,36061,U,2,1,1,1,2,1,1,2, , ,1,2, , , , , , , , , , ,2,2,1,2,1,2,2,2,2, , ,3, ,1,1,1,2,0, , , ,35,1,7,1,2,3, , , ,3, ,7,1, ,4,2, , ,1,.7394913,.6029276
100780,2,1,190114,1,1,34,5,34021,S,2,1,1,1,3,1,1,2, , ,1,1, , , , , , , , , , ,1,1,1,2,1,1,2,2,2,1,3,1, ,1,1,1,2,1,1,2,2,44,1,4,1,1,7, , , ,5,3,6,2, ,6,4, , ,1,.9791019,.8509208
100785,2,1,190114,1,2,39,1,47125,R,2,1,1,1,1,2,1,2, , ,1,2, , , , , , , , , , ,1,2,2,1,1,2,2,2,2,3, , ,4,1,1,1,1,11,1,2,1,23,6,3,4,2,1, , , ,1, ,98,3,1,2,2, , ,2,.913496,.722133
100788,2,1,190114,2,3,45,2,45047,R,2,1,1,1,4,1,1,2, , ,1,1, , , , , , , , , , ,2,2,1,2,1,2,2,2,2, , ,1, ,3,2,2,2,24,1,2,2,37,1,5,3,1,2, , , ,2,3,2,2, ,5,3, , ,2,.7497378,.5712964
100789,2,1,190114,1,2,20,1,20173,R,2,1,1,1,2,1,2, , , ,1,1,1,1,2,2,1,2,1,2, ,5,2,2,1,1,1,2,1,2,2, , ,1,1,2,1,1,2,0, , , ,21,1,4,1,2,1, , , ,1, ,6,1, ,5,3, , ,2,1.5129072,1.2516855
100790,2,1,190114,1,2,18,2,18167,S,2,1,1,1,2,1,1,4, , ,1,1,1,2,2,2,1,1,2,1,moving out,6,2,2,1,1,1,2,2,2,2, , ,2,5,5,2,2,2,0, , , ,66,3,3,3,2,1, , , ,1, ,98,1, ,1, , , ,2,1.2809708,1.309672
100791,2,1,190114,1,2,29,4,29095,U,2,2,2,1,4,2,2, , , ,1,2,1,1,2,2,2,1,2,2, , ,2,2,2,2,2,2,1,2,2, , , , , ,2,2,1,97,1,2,2,50,5,3,8,2,2, , , ,2, ,98,2, ,1, , , ,1,1.2017726,1.8351012
100793,2,1,190115,1,3,48,5,48439,U,2,2,1,1,2,1,1,2, , ,1,2, , , , , , , , , , ,2,2,1,2,1,2,2,2,2, , ,3, ,3,1,1,1,1,1,2,2,53,1,4,1,2,9, , , ,9, ,7,2, ,4,3, , ,2,1.981104,1.9060622
100794,2,1,190114,1,3,48,3,48201,S,2,1,1,1,2,2,1,2, , ,1,1, , , , , , , , , , ,2,2,2,2,2,2,2,2,2, , , , , ,1,1,2,15,2,1,2,56,1,8,1,2,1, , , ,1, ,9,1, ,2,2, , ,2,.4198673,.3621883
100797,2,1,190114,1,1,34,5,34013,U,2,2,1,1,5,1,1,2, , ,1,3, , , , , , , , , , ,2,1,1,2,1,2,1,2,2, ,2,2, ,1,2,1,1,4,1,2,2,43,1,3,4,1,9, , , ,9,3,1,2, ,5,3, , ,2,1.8536093,1.7010944
100799,2,1,190114,1,2,17,5,29095,U,2,1,1,1,2,1,1,2, , ,1,1, , , , , , , , , , ,1,2,1,2,1,1,2,1,2,1, ,3, ,4,1,1,2,10,1,2,1,34,1,8,1,2,1, , , ,1, ,9,2, ,2,2, , ,2,1.2839049,.9665002
100800,2,1,190114,1,2,26,2,26121,U,2,2,1,1,2,1,1,2, , ,1,2, , , , , , , , , , ,2,1,1,2,1,2,1,2,2, ,5,1, ,2,2,1,2,8,1,1,2,53,1,6,1,2,1, , , ,1, ,2,1, ,3,3, , ,2,.8807166,.7318716
100802,2,1,190114,1,1,36,5,36061,U,2,1,1,1,1,1,1,2, , ,1,1, , , , , , , , , , ,1,2,2,2,1,2,2,2,1,1, , , ,2,2,1,1,5,1,2,2,33,2,6,1,2,1, , , ,1, ,7,2, ,2,2, , ,2,1.2948468,1.028945
100803,2,1,190115,1,3,48,4,48453,U,2,1,1,1,2,1,1,2, , ,1,3, , , , , , , , , , ,2,2,1,2,1,1,2,1,2, , ,3, ,2,1,1,2,12,1,1,1,52,1,7,1,2,3, , , ,3, ,9,3,8,4,2, , ,2,.7927827,.7182284
100805,2,1,190114,1,3,48,4,48113,U,2,1,1,1,2,2,1,2, , ,1,2, , , , , , , , , , ,2,2,2,2,2,2,2,2,2, , , , , ,1,1,2,3,1,2,1,64,1,7,3,2,3, , , ,3, ,5,1, ,4,4, , ,1,.6323253,.4736697
100807,2,1,190114,1,3,5,1,5103,R,2,2,1,1,2,1,1,2, , ,1,3, , , , , , , , , , ,2,2,1,2,1,2,2,2,2, , ,1, ,5,1,1,2,30,1,2,1,67,1,7,3,2,1, , , ,1, ,98,3,1,2,2, , ,2,.5121864,.6819381
100808,2,1,190114,1,3,12,3,12127,S,2,1,2,1,2,1,1,2, , ,1,2, , , , , , , , , , ,1,1,1,2,1,1,2,1,2,5,1,1, ,5,2,1,2,2,1,2,1,60,4,6,1,2,2, , , ,2, ,7,2, ,1, , , ,2,.5518284,.4057429
100810,2,1,190114,1,3,37,2,37181,R,2,1,1,1,2,1,2, , , ,1,1,1,2,1,1,1,2,1,2, ,1,2,2,1,1,1,2,2,2,2, , ,1,1,1,2,2,2,3,1,2,2,28,1,2,1,2,1, , , ,1, ,4,3,9,3,2, , ,2,1.3270179,.9453463
100813,2,1,190114,1,3,48,1,48093, ,2,1,2,2, ,2,2, , , ,1,1,2,2,2,8,2,2,2,2, , ,2,2,2,2,2,2,2,2,2, , , , , ,2,2,2,0, , , ,50,1,2,4,2,1, , , ,1, ,1,2, ,2,2, , ,2,1.3678843,1.1460797
100814,2,1,190114,1,3,51,1,51003,S,2,1,1,1,1,1,1,2, , ,1,3, , , , , , , , , , ,2,2,1,2,2,2,2,2,2, , ,2, , ,1,1,2,0, , , ,63,3,5,1,2,1,5, , ,4, ,3,3,1,2,2, , ,2,1.2337219,1.0270639
100816,2,1,190114,1,3,51,4,51750,U,2,1,1,1,1,1,1,2, , ,1,3, , , , , , , , , , ,2,1,1,1,1,2,2,2,2, ,1,1,2,3,1,1,1,0, , , ,45,1,6,1,1,1,7, , ,4,1,3,1, ,5,2, , ,2,.523939,.4303525
100820,2,1,190114,2,1,42,5,42101,U,2,1,1,1,2,1,2, , , ,2, ,2,1,1,2, ,1,2,2, ,1,1,1,1,1,1,1,2,2,2,3,1,2,3,1,1,1,2,0, , , ,37,3,3,1,1,7, , , ,5,3,3,3,1,3,2, , ,2,1.306495,1.1265091
100822,2,1,190114,1,4,6,5,44007,U,2,2,1,1,1,1,1,2, , ,1,1, , , , , , , , , , ,1,1,1,1,1,1,1,1,2,4,2,2,3,4,1,1,2,24,1,1,2,31,4,7,1,2,1, , , ,1, ,7,2, ,2,2, , ,1,1.4433572,1.4283988
100823,2,1,190114,1,1,23,2,23005,S,2,2,1,1,1,1,1,2, , ,1,3, , , , , , , , , , ,2,1,1,2,1,2,1,2,2, ,1,1, ,3,2,1,1,6,1,2,2,29,1,5,1,2,1, , , ,1, ,6,4,9,2,2, , ,2,2.2433447,2.0699671
100825,2,1,190114,1,3,12,2,12091,S,2,2,2,2, ,1,2, , , ,1,2,2,2,2,2,8,1,2,2, , ,2,2,1,2,1,2,2,2,2, , ,1, ,3,2,2,2,1,1,2,2,66,1,5,3,2,2, , , ,2, ,3,2, ,3,3, , ,2,1.0024761,1.5526984
100826,2,1,190114,1,2,26,3,36007,S,2,1,1,1,1,2,1,2, , ,1,2, , , , , , , , , , ,2,2,2,2,2,2,2,2,2, , , , , ,1,1,2,25,1,1,1,72,1,8,3,2,1, , , ,1, ,6,1, ,2,2, , ,2,.4693595,.4860862
100827,2,1,190114,1,2,39,5,25025,U,2,1,1,1,2,1,1,2, , ,1,1, , , , , , , , , , ,2,2,1,2,1,1,2,2,2, , ,1, ,3,2,2,2,98,1,1,1,40,1,8,1,2,2, , , ,2, ,3,3,1,5,2, , ,2,.9274294,.6136708
100828,2,1,190114,1,3,37,4,37183,U,2,1,1,1,2,1,1,2, , ,1,2, , , , , , , , , , ,2,2,1,2,1,2,1,1,2, , ,4, ,5,1,1,2,24,1,1,2,61,1,3,5,2,1, , , ,1, ,9,1, ,2,2, , ,2,1.0384056,.8493946
100830,2,1,190114,1,2,26,5,26163,S,2,2,1,1,2,2,2, , , ,1,2,2,2,2,2,2,1,2,2, , ,2,2,2,2,2,2,2,2,2, , , , , ,1,1,1,10,1,2,2,19,6,5,2,2,2, , , ,2, ,2,2, ,1, , , ,2,2.2433447,2.0699671
100831,2,1,190114,1,2,17,1,17143,S,2,1,1,1,2,1,1,2, , ,1,3, , , , , , , , , , ,2,2,1,1,1,2,1,8,1, , ,2,1,2,1,2,1,25,1,2,1,21,3,5,4,2,1, , , ,1, ,1,1, ,3,3, , ,1,1.4643501,1.2516855
100832,2,1,190114,1,3,48,1,48003,R,2,1,1,1,1,1,1,2, , ,1,3, , , , , , , , , , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,1,2,2,38,1,4,1,2,1, , , ,1, ,8,1, ,5,2, , ,1,1.1093158,1.2432873
100833,2,1,190114,2,3,5,1,5115,R,2,2,1,1,3,1,2, , , ,2, ,2,2,1,2, ,2,1,2, ,5,2,1,2,2,1,2,2,2,2, ,5, , ,2,1,1,1,0, , , ,49,1,3,1,1,1, , , ,1,3,4,3,2,4,3, , ,2,.979124,1.1806031
100835,2,1,190114,1,2,26,4,26163,S,2,2,1,1,1,1,1,2, , ,2, , , , , , , , , , , ,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,0, , , ,25,6,4,2,2,2, , , ,2, ,4,2, ,6,6, , ,1,2.1018278,1.6233246
100836,2,1,190114,1,3,48,5,48439,U,2,2,1,1,4,2,1,2, , ,1,1, , , , , , , , , , ,2,2,2,2,2,2,2,2,2, , , , , ,1,2,2,0, , , ,75,1,2,3,2,2, , , ,2, ,5,2, ,4,4, , ,1,1.658781,2.0699671
100838,2,1,190114,1,3,12,3,12071, ,2,1,1,1,1,2,1,2, , ,1,3, , , , , , , , , , ,2,2,2,2,1,1,2,2,2, , , , ,3,1,1,2,15,2,1,1,42,1,7,5,2,1, , , ,1, ,98,3,2,3,2, , ,2,.7409038,.6496919
100842,2,1,190114,1,3,51,4,51770,S,2,2,1,1,2,1,1,2, , ,1,3, , , , , , , , , , ,2,1,1,2,1,2,1,1,2, ,1,1, ,4,1,1,2,20,1,2,1,67,1,6,3,2,1, , , ,1, ,8,1, ,2,2, , ,1,.4405172,.627334
100843,2,1,190114,1,3,22,4,1081,U,2,1,1,1,2,2,1,2, , ,1,3, , , , , , , , , , ,2,2,2,2,2,2,1,2,2, , , , , ,1,1,2,4,1,2,2,73,4,5,5,2,1, , , ,1, ,6,2, ,1, , , ,2,.8337741,.8649719
100845,2,1,190114,1,2,18,5,18097,U,2,2,1,2,5,2,2, , , ,2, ,2,2,2,2, ,2,2,1,It is not something i want, ,2,2,2,2,2,2,2,2,2, , , , , ,2,2,2,6,1,2,2,66,1,6,4,2,1, , , ,1, ,99,1, ,3,3, , ,2,.6964187,.8659131
100846,2,1,190114,1,3,47,3,47093,U,2,1,2,2, ,2,2, , , ,2, ,2,2,2,1, ,2,2,2, , ,2,2,2,2,2,2,2,2,2, , , , , ,2,2,2,0, , , ,56,3,2,4,2,1, , , ,1, ,1,2, ,1, , , ,2,1.0957931,.9411465
100847,2,1,190114,1,2,26,4,26125,U,2,1,1,1,2,2,1,2, , ,1,3, , , , , , , , , , ,2,2,2,2,1,2,2,1,1, , , , ,3,2,1,2,5,1,2,2,51,1,7,1,2,1, , , ,1, ,9,1, ,4,2, , ,1,.462878,.4166575
100849,2,1,190114,2,3,45,2,45003,S,2,1,1,1,2,1,1,8, , ,1,1,1,1,2,2,2,2,2,1,not in his service area, ,2,2,1,2,1,1,2,2,2, , ,1, ,1,1,1,1,2,2,2,1,33,1,3,4,1,7, , , ,5,3,1,3,1,4,3, , ,2,.5205721,.4060117
100851,2,1,190114,1,2,17,5,17099,U,2,1,1,1,1,2,1,2, , ,1,3, , , , , , , , , , ,2,2,2,2,1,2,2,2,1, , , , ,2,2,1,1,10,1,1,2,30,6,5,7,2,1, , , ,1, ,7,3,2,1, , , ,2,2.2433447,2.055632
100855,2,1,190114,1,2,26,1,26059, ,2,1,1,1,1,1,1,2, , ,1,2, , , , , , , , , , ,2,2,1,1,1,2,2,2,2, , ,5,2,1,2,1,2,0, , , ,45,6,5,4,2,9, , , ,9, ,99,9,2,9,9, , ,9,1.0127513,.8834684
100856,2,1,190114,1,3,12,3,12015,U,2,2,1,1,2,1,1,2, , ,1,2, , , , , , , , , , ,2,2,1,2,1,2,2,2,2, , ,1, ,4,2,1,1,0, , , ,52,1,3,6,2,1, , , ,1, ,6,1, ,3,3, , ,1,1.7149886,1.6925805
100859,2,1,190114,2,3,48,4,48029,U,2,1,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,2,2, ,3,2,2,1,2,1,1,2,2,2, , ,1, ,3,2,1,2,3,1,1,2,52,1,7,1,1,1, , , ,1,3,4,2, ,5,4, , ,2,.3474053,.3621883
100860,2,1,190114,1,2,39,4,39035,S,2,2,1,1,1,1,1,2, , ,2, , , , , , , , , , , ,2,2,1,2,2,2,1,2,2, , ,1, , ,1,1,2,3,1,2,2,60,1,3,2,2,1, , , ,1, ,6,1, ,2,2, , ,1,1.1450731,1.4819965
100862,2,1,190114,1,1,36,2,36007,U,2,1,1,1,1,2,1,2, , ,1,1, , , , , , , , , , ,2,2,2,2,1,2,2,2,2, , , , ,1,1,2,2,6,1,2,2,27,6,3,2,2,1, , , ,1, ,8,3,9,4,4, , ,1,1.2385907,.9522832
100864,2,1,190114,1,3,12,4,12057,S,2,2,2,1,5,2,2, , , ,2, ,2,2,2,2, ,2,2,1,dont want it, ,2,2,2,2,2,2,2,2,2, , , , , ,1,2,2,30,1,2,2,99,6,5,3,2,2, , , ,2, ,2,2, ,5,4, , ,2,1.4710827,1.4141169
100865,2,1,190114,1,2,46,1,48201,S,2,1,1,1,2,1,1,2, , ,1,2, , , , , , , , , , ,1,2,2,2,1,1,1,2,1,2, , , ,1,1,1,1,20,1,1,1,21,6,4,1,2,1, , , ,1, ,9,3,2,1, , , ,2,1.5129072,1.2516855
100866,2,1,190114,1,2,19,2,19013,U,2,2,1,1,2,1,1,2, , ,1,3, , , , , , , , , , ,2,2,1,2,1,2,1,2,2, , ,1, ,5,2,1,2,97,2,1,2,55,3,5,1,2,1, , , ,1, ,2,9,9,3,3, , ,2,1.1075379,1.1771275
100868,2,1,190114,1,3,48,2,48005, ,2,1,2,2, ,2,2, , , ,2, ,2,2,8,8, ,2,8,2, , ,2,2,2,2,8,8,8,8,8, , , , , ,2,2,2,0, , , ,80,1,3,3,2,1, , , ,1, ,3,3,1,2,2, , ,1,1.1384544,1.3841323
100869,2,1,190114,1,2,38,1,38019,R,2,1,1,1,2,1,1,2, , ,1,3, , , , , , , , , , ,1,2,1,2,1,2,1,2,2,1, ,1, ,1,2,1,2,2,1,2,2,58,1,4,1,2,1, , , ,1, ,4,1, ,5,2, , ,2,.6737439,.600709
100871,2,1,190114,1,3,48,5,48439,U,2,1,1,1,1,1,1,2, , ,1,2, , , , , , , , , , ,1,2,1,1,1,2,2,2,2,2, ,1,1,1,2,1,1,25,1,2,1,21,6,4,2,2,1, , , ,1, ,2,2, ,4,3, , ,2,2.2433447,1.7752298
100872,2,1,190114,1,3,1,1,1029,R,2,2,2,2, ,2,2, , , ,2, ,2,2,1,1, ,2,2,1,1,1,2,2,2,2,2,2,2,2,2, , , , , ,2,2,2,0, , , ,65,3,3,3,2,1, , , ,1, ,2,1, ,1, , , ,2,1.1064614,1.6792648
100873,2,1,190114,1,2,17,2,17167,S,2,2,1,1,2,1,1,2, , ,1,2, , , , , , , , , , ,2,1,2,2,2,2,1,2,2, ,3, , , ,2,1,2,0, , , ,39,6,3,1,2,1, , , ,1, ,4,1, ,3,1, , ,2,2.2433447,2.0699671
100875,2,1,190114,1,3,12,3,48113,U,2,2,1,1,2,1,1,2, , ,1,2, , , , , , , , , , ,2,1,1,2,1,1,1,1,2, ,4,3, ,3,2,1,2,26,1,2,2,40,1,6,2,2,1, , , ,1, ,4,2, ,3,2, , ,2,1.2699325,1.0809982
100877,2,1,190114,1,3,48,4,48085,U,2,1,1,1,2,1,1,2, , ,1,1, , , , , , , , , , ,2,1,1,1,1,1,2,1,2, ,1,2,1,2,2,1,2,3,1,2,1,23,6,6,7,2,3, , , ,3, ,1,3,9,3,3, , ,2,.8168404,.6209095
100878,2,1,190114,1,2,17,4,17031,U,2,2,1,1,1,1,1,2, , ,1,2, , , , , , , , , , ,2,2,1,2,1,2,1,1,2, , ,5, ,4,1,1,1,6,1,2,2,52,1,6,1,2,1, , , ,1, ,9,2, ,4,2, , ,1,.6782143,.665175
100880,2,1,190114,1,2,29,2,29021,U,2,1,1,1,2,1,1,3, , ,1,2, , , , , , , , , , ,1,2,2,2,1,2,2,2,2,1, , , ,4,1,1,2,15,1,1,1,48,1,7,1,2,1, , , ,1, ,8,3,1,5,3, , ,2,.6010848,.4584356
100882,2,1,190114,1,2,17,5,55025,U,2,2,1,1,1,1,1,2, , ,1,2, , , , , , , , , , ,1,1,1,1,1,1,2,1,1,3,1,1,4,2,2,1,2,40,1,1,1,28,6,6,1,2,1, , , ,1, ,6,2, ,1, , , ,2,2.0392021,1.6432142
100884,2,1,190114,1,4,15,4,15003,S,2,2,1,1,4,1,1,2, , ,1,2, , , , , , , , , , ,1,2,1,2,2,2,1,1,2,3, ,2, , ,1,1,1,10,1,2,1,99,1,6,3,2,3, , , ,3, ,99,2, ,4,4, , ,1,1.558973,1.5436117
100889,2,1,190114,1,4,8,2,8069,U,2,1,1,1,1,2,1,2, , ,1,3, , , , , , , , , , ,2,2,2,2,1,2,2,1,1, , , , ,3,1,1,2,10,1,1,1,26,6,7,8,2,1, , , ,1, ,5,5,2,1, , , ,1,.5224633,.6336739
100891,2,1,190114,1,4,53,4,35001,U,2,1,1,1,2,1,1,2, , ,1,1, , , , , , , , , , ,1,1,1,1,1,1,1,1,2,2,3,4,4,3,2,1,2,3,1,1,2,26,2,6,1,2,1, , , ,1, ,6,2, ,2,2, , ,2,.7611201,.5759261
100893,2,1,190114,1,4,4,3,4013,S,2,1,1,1,1,1,1,2, , ,1,1, , , , , , , , , , ,1,1,1,1,1,1,1,2,1,3,2,5,3,2,2,1,1,50,1,2,2,18,6,2,2,2,1, , , ,1, ,9,3,1,8,3, , ,1,.7865579,.639844
100894,2,1,190114,1,4,6,3,6073,U,2,1,1,1,1,2,1,2, , ,1,1, , , , , , , , , , ,2,2,2,2,1,2,2,2,2, , , , ,1,2,2,2,96,1,2,2,39,6,7,1,2,1, , , ,1, ,9,1, ,1, , , ,2,.5900639,.534377
