CASEID,SURV_LANG,FITIN,FRIEND1,FRIEND2,FRIEND3,FRIEND4_1,FRIEND4_2,FRIEND4_3,FRIEND4_4,FRIEND4_5,FRIEND4_6,FRIEND5,FRIEND6_1,FRIEND6_2,FRIEND6_3,FRIEND6_4,FRIEND6_5,FRIEND6_6,FRIEND6_7,DEVICEA,DEVICEB,DEVICEC,DEVICED,HOMEWORKA,HOMEWORKB,HOMEWORKC,INTREQ,GAMING,SNS1_1,SNS1_2,SNS1_3,SNS1_4,SNS1_5,SNS1_6,SNS1_7,SNS1_8,SNS2,SOC1,SOC1A_GOOD_1,SOC1A_GOOD_2,SOC1A_GOOD_3,SOC1A_GOOD_4,SOC1A_GOOD_5,SOC1A_GOOD_6,SOC1A_GOOD_7,SOC1A_BAD_1,SOC1A_BAD_2,SOC1A_BAD_3,SOC1A_BAD_4,SOC1A_BAD_5,SOC1A_BAD_6,SOC1A_BAD_7,SOC1A_OTHER,SOC1A_DK_REF,POST1A,POST1B,POST1C,POST1D,POST1E,POST2_1,POST2_2,POST2_3,POST2_4,POST2_5,POST2_6,POST2_7,POST2_8,SOC2POSA,SOC2POSB,SOC2POSC,SOC2POSD,SOC2NEGA,SOC2NEGB,SOC2NEGC,SOC2NEGD,SOC4A,SOC4B,SOC4C,SOC4D,SOC5A,SOC5B,SOC5C,SOC6,SOC7_1,SOC7_2,SOC7_3,SOC7_4,SOC7_5,SOC7_6,SOCEXPA,SOCEXPB,SOCEXPC,SOCEXPD,WORRYA,WORRYB,WORRYC,LIMITA,LIMITB,LIMITC,CELL1_1,CELL1_2,CELL1_3,CELL1_4,CELL1_5,CELL1_6,CELL2A,CELL2B,CELL2C,CELL2D,CELL3A,CELL3B,CELL3C,DISTRACT,GROUP1,GROUP2_1,GROUP2_2,GROUP2_3,GROUP2_4,GROUP2_5,GROUP2_6,GROUP2_7,GROUP2_8,GROUP2_9,GROUP2_10,GROUP2_11,GROUP3A,GROUP3B,GROUP3C,GROUP3D,OH1A,OH1B,OH1C,OH1D,OH2A,OH2B,OH2C,OH2D,OH2E,OH2F,OH3_1,OH3_2,OH3_3,OH3_4,OH3_5,OH3_6,OH3_7,GUN1,GUN2A,GUN2B,GUN2C,GUN2D,GUN2E,GENDER,AGE,P_EDUC,RACETHNICITY,HOME_TYPE,HOUSING,INCOME,INTERNET,PHONESERVICE,METRO,REGION4,HHSIZE,HH01,HH25,HH612,HH1317,HH18OV,CO_DATE,DURATION,SURV_MODE,MODE_END,DEVICE,WEIGHT
1392,EN,1,2,1,3,0,0,0,1,0,0,2,1,1,1,0,0,1,0,1,1,1,1,4,2,4,1,1,0,1,1,1,1,0,0,0,5,2, , , , , , , , , , ,1, , , , , ,2,2,3,2,4,1,1,1,0,0,0,0,0,1,2,1,1,3,3,1,2,2,1,2,1,2,4,3,1,1,0,0,0,1,0,1,3,2,1,1,1,3,1,1,1,1,0,0,0,0,0,1,2,1,2,2,1,4,4,1,1,1,0,0,0,1,0,0,0,0,0,1,1,2,2,1,1,2,2,4,4,4,3,2,4,1,1,1,1,1,1,0,3,1,1,4,1,1,2,15,10,1,2,1,9,1,2,1,1,4,2,0,0,0,2,20180308,8.133333333,2,2,Smartphone,0.524987
1402,EN,1,1,1,2,0,0,0,1,1,0,2,0,1,1,0,0,1,0,1,1,1,1,2,1,2,1,1,1,1,1,1,1,0,0,0,4,2, , , , , , , , , , , , ,1, , , ,3,4,2,3,4,1,0,1,0,0,1,0,0,3,1,1,3,2,2,1,1,2,2,2,2,4,3,4,1,1,0,0,1,1,0,1,2,1,1,1,1,2,2,2,1,0,1,0,1,0,0,3,1,1,1,2,2,3,1,4, , , , , , , , , , , , , , , ,1,1,1,2,3,4,4,3,3,3,1,0,1,0,1,0,0,1,2,1,4,1,2,2,16,10,4,1,2,6,1,4,1,2,6,0,1,1,2,2,20180308,13.33333333,2,2,Smartphone,0.413922791
1406,EN,1,1,1,3,0,0,0,0,1,0,2,1,0,0,0,0,1,0,1,1,1,1,4,3,4,1,1,1,1,0,1,1,0,0,0,4,2, , , , , , , , ,1, ,1, , , , , ,1,2,1,2,4,1,1,1,0,0,0,0,0,1,1,1,3,2,1,2,2,1,1,1,2,2,2,2,3, , , , , , ,1,4,1,3,1,1,2,2,2,1,0,0,1,0,1,0,4,4,2,4,1,2,4,2,3,1,1,0,1,0,1,1,0,0,1,0,1,1,3,1,1,1,1,1,2,4,3,1,2,2,1,0,1,0,1,1,0,1,1,2,1,1,2,2,16,10,4,1,1,4,1,4,1,2,2,0,0,0,1,1,20180316,31.51666667,2,2,Smartphone,0.139753254
1407,EN,2,3,1,3,1,1,1,1,1,0,3,1,1,1,0,0,1,0,1,2,1,1,4,4,4,2,1,1,1,1,0,1,0,1,0,3,3, , , , , , , , , , , , , , , , ,3,3,1,4,4,1,1,0,0,1,0,1,0,2,3,2,3,2,1,3,1,2,1,1,2,3,4,2,2,1,1,0,1,1,0,2,3,3,3,1,1,3,2,2,2,0,0,1,0,1,0,1,3,1,3,2,1,2,3,2,0,0,1,0,0,0,0,0,0,0,0,3,3,3,2,1,2,2,1,4,4,4,4,4,4,1,0,1,0,0,1,0,4,4,4,4,4,1,1,14,11,1,1,1,9,1,4,0,3,6,0,0,2,1,4,20180316,15.38333333,2,2,Smartphone,1.575894249
1410,EN,2,1,2,3,0,1,0,0,0,0,2,1,1,1,0,0,1,0,1,1,2,2,3,2,2,2,2,1,1,0,1,1,0,0,0,4,3, , , , , , , , , , , , , , , , ,3,2,2,3,2,0,1,1,1,0,0,0,0,1,1,1,1,3,2,2,1,1,1,2,1,2,2,3,3, , , , , , ,1,3,2,1,1,3, ,1,1, ,1,0,0,1,1,0,1,1,1,3,1,2,2,2,2,1,1,1,0,0,1,0,0,1,1,0,1,1,2,1,1,1,1,1,1,3,3,3,2,2,1,0,0,0,0,1,0,3,1,2,4,1,3,2,15,8,1,3,2,8,1,2,1,4,3,0,0,0,1,2,20180406,16.2,2,2,Smartphone,5.044273942
1416,EN,2,3,1,3,0,1,0,0,0,0,2,1,1,1,1,0,1,0,1,1,1,1,4,3,4,1,1,1,1,1,1,1,1,0,0,5,2, , , , , , , , , , , ,1, , , , ,4,4,3,4,4,0,0,0,0,0,0,0,1,3,2,2,3,2,2,3,3,1,2,1,2,2,3,1,2,1,0,0,0,0,0,2,2,3,4,3,2,3,2,1,1,1,0,0,0,1,0,3,2,1,2,1,2,3,1,3,0,0,1,1,0,1,0,0,0,0,0,2,1,2,2,2,1,1,1,3,4,4,4,4,3,1,1,0,0,1,1,0,4,3,4,4,1,4,1,15,10,4,1,2,3,1,2,1,3,5,1,0,1,1,2,20180308,11.31666667,2,2,Smartphone,0.075044801
1420,EN,2,2,1,3,0,1,1,1,0,0,2,0,0,1,0,1,1,0,1,2,1,2,2,2,2,1,2,1,1,0,1,1,0,0,0,1,3, , , , , , , , , , , , , , , , ,2,3,98,3,4,1,0,0,0,0,0,0,0,3,1,2,2,3,3,2,2,2,1,2,2,4,1,2,3, , , , , , ,1,3,1,1,1,1, ,1,1, ,1,0,0,0,0,0,3,2,1,3,4,1,2,2,2,0,0,0,0,0,0,0,0,0,0,1,2,2,2,1,1,1,1,1,2,4,3,3,4,3,1,0,0,0,1,1,0,2,2,1,4,2,3,2,14,98,4,1,2,4,1,4,1,4,5,0,0,2,0,3,20180309,6.016666667,2,2,Smartphone,0.098697401
1422,EN,1,1,1,3,1,0,0,0,0,0,4,0,0,0,0,0,0,1,1,2,2,2,4,4,1,1,1,0,1,1,1,1,0,0,0,5,1, , , , , , , , , , , , , , , ,99,4,3,3,4,3,0,0,0,0,0,0,0,1,3,1,2,2,2,3,3,3,1,1,2,1,3,3,4,3, , , , , , ,3,2,1,4,2,1,3,1,1,2,0,1,0,1,0,0,2,2,3,3,2,4,3,2,3,1,1,0,0,0,0,0,0,0,0,0,3,2,2,2,1,2,2,2,3,2,4,3,4,1,0,0,0,0,0,0,1,3,3,1,3,2,2,1,13,1,3,3,3,7,0,4,1,4,5,1,1,0,1,2,20180315,9.666666667,2,2,Smartphone,1.947774162
1423,EN,1,1,1,3,0,0,0,0,0,1,2,1,1,1,0,0,1,0,1,2,1,1,4,3,4,1,1,1,1,1,1,1,0,0,0,4,1, , , , , ,1, , , , , , , , , , ,2,4,2,2,4,1,0,1,0,0,0,0,0,1,1,1,1,3,2,3,3,1,1,2,1,3,3,2,2,1,1,0,0,1,0,2,3,1,1,3,1,3,1,2,2,0,1,0,0,0,0,1,1,1,2,3,1,4,2,3,1,1,1,1,0,1,1,0,1,0,0,2,2,2,2,1,2,1,1,2,4,2,2,3,3,0,0,0,0,0,0,1,4,1,2,4,1,3,2,15,11,1,1,1,13,1,3,1,2,5,0,0,0,3,2,20180308,15.5,2,2,Desktop,0.350305727
1424,EN,1,3,1,3,0,0,1,0,1,0,2,1,1,0,0,0,1,0,1,2,1,2,2,1,2,1,2,1,1,0,1,1,0,0,0,5,3, , , , , , , , , , , , , , , , ,1,1,3,1,2,0,1,1,0,0,0,1,0,2,2,1,1,3,2,3,3,2,1,2,1,2,3,1,1,1,1,0,1,0,0,2,4,2,3,1,1, ,2,2, ,0,0,0,0,0,1,2,2,1,1,2,1,2,2,2,1,1,0,0,0,1,0,0,0,1,0,3,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,1,1,0,0,3,3,2,2,2,3,2,16,12,1,1,1,16,1,2,1,3,5,1,0,1,1,2,20180325,18.4,2,2,Smartphone,1.249578979
1425,EN,2,2,1,3,0,0,1,1,0,0,2,0,1,1,0,0,1,0,1,2,1,1,4,3,4,2,1,0,0,1,1,0,0,0,0,3,3, , , , , , , , , , , , , , , , ,2,3,2,2,2,1,0,1,0,0,0,1,0,2,3,2,3,3,3,3,3,1,1,2,1,1,1,4,2,0,0,1,0,0,0,1,4,3,1,3,3,3,2,2,1,0,0,0,0,0,1,2,3,1,4,4,4,4,3,4, , , , , , , , , , , , , , , ,1,1,1,1,4,4,3,2,3,3,0,0,0,0,0,0,1,2,2,2,3,1,3,2,14,12,4,3,2,6,1,4,1,3,1,0,0,0,0,1,20180328,7.883333333,2,2,Smartphone,0.399982359
1426,EN,1,2,1,2,0,1,1,0,1,0,2,1,1,1,0,0,1,0,1,2,1,1,4,2,4,1,1,1,1,1,1,1,1,0,0,4,3, , , , , , , , , , , , , , , , ,2,3,2,2,3,0,0,1,1,1,0,1,0,2,2,1,2,3,3,2,2,2,1,2,2,2,2,2,2,1,0,1,1,1,0,1,3,2,2,1,1,3,2,2,2,1,0,0,0,0,0,1,2,1,3,2,1,2,3,3,0,0,1,1,0,0,0,0,1,0,0,1,2,2,3,2,2,1,2,3,4,4,2,4,2,1,0,1,0,0,0,0,2,3,4,2,2,2,2,17,10,1,1,1,9,1,2,1,3,5,0,0,0,0,2,20180331,38.98333333,2,2,Smartphone,1.846145105
1427,EN,1,3,1,3,0,0,0,0,0,1,2,1,1,1,0,1,1,0,1,2,1,2,4,3,4,1,1,1,1,1,1,1,0,0,0,4,3, , , , , , , , , , , , , , , , ,1,1,3,1,1,1,1,1,0,0,0,0,0,1,2,1,1,3,3,3,3,1,1,2,1,4,4,4,2,1,0,0,0,1,0,1,2,1,1,1,1,3,1,1,1,1,0,0,0,0,0,1,2,1,2,4,2,3,3,2,0,1,1,0,0,0,1,0,1,1,0,1,2,2,1,1,1,2,2,1,2,2,1,1,3,0,0,1,1,0,0,0,2,1,2,4,1,2,2,16,7,4,3,2,2,0,4,1,1,2,0,0,0,1,1,20180322,15.91666667,2,2,Smartphone,0.579684838
1428,EN,2,3,2,2,0,0,0,1,0,0,2,1,0,0,0,0,1,0,1,2,1,1,4,2,3,1,1,0,1,0,1,1,0,0,0,5,2, , , , , , , , , , , ,1, , , , ,3,2,3,2,4,1,1,0,0,0,0,0,0,3,2,1,2,3,2,3,2,2,2,1,2,2,1,2,3, , , , , , ,2,4,2,1,3,3,1,2,2,1,1,0,0,0,0,0,2,1,1,2,3,3,3,3,3,0,0,0,0,1,0,0,0,0,0,0,1,2,1,2,2,1,1,2,1,2,3,2,2,2,1,1,1,0,0,0,0,2,2,4,1,1,3,2,13,12,1,1,1,17,1,2,1,1,4,0,0,1,0,3,20180403,11.71666667,2,2,Smartphone,0.978313731
1429,EN,1,2,2,3,0,0,1,1,1,0,2,1,0,0,1,1,1,0,1,2,1,1,4,3,3,4,1,0,0,0,0,1,0,0,0, ,2, , , , , , , , , , , , , ,1, , ,4,4,3,2,4,1,0,1,0,1,0,0,0,1,1,1,1,3,1,3,3,1,1,2,1,3,4,4,3, , , , , , ,1,1,1,2,3,2,3,2,2,1,0,0,0,0,0,1,1,1,2,4,3,4,4,4,2,1,0,1,0,0,1,0,0,1,0,0,1,2,2,1,1,2,1,1,2,2,1,1,2,1,0,0,0,0,0,0,1,2,1,2,4,1,4,1,14,10,2,1,1,2,1,1,1,3,4,0,0,0,1,3,20180408,22.66666667,2,2,Desktop,0.394376507
1430,EN,1,1,1,1,0,1,0,0,1,0,2,0,1,1,0,0,1,0,1,2,1,1,4,3,3,1,1,0,1,0,1,1,1,0,0,4,1,1, , , , , , , , , , , , , , , ,4,3,2,1,4,0,1,1,0,0,0,1,0,1,3,1,2,1,3,3,3,1,2,1,1,4,4,1,1,1,1,1,1,0,0,1,1,1,1,1,1,3,2,1,1,1,0,0,0,0,0,1,2,1,1,2,1,1,2,2,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,2,1,2,4,4,4,4,4,4,1,1,1,0,1,1,0,1,1,2,3,1,2,2,17,12,1,1,2,11,1,4,1,2,6,2,0,2,0,2,20180316,14.81666667,2,2,Smartphone,2.381445558
1431,EN,1,4,1,2,0,1,0,0,1,0,2,0,1,0,0,0,1,0,1,2,1,1,4,4,4,1,1,0,1,1,1,1,0,0,0,5,2, , , , , , , ,1, , , , , , , , ,4,4,4,4,4,0,0,0,0,0,0,0,1,2,2,1,2,2,3,2,2,2,2,1,2,2,3,2,3, , , , , , ,4,4,3,2,1,3,2,1,1,1,0,0,0,1,0,0,2,1,2,2,1,1,3,2,3,0,0,0,0,0,1,0,0,0,0,0,2,2,3,1,2,1,1,1,3,4,2,3,2,2,0,0,0,0,0,0,1,4,1,2,3,1,2,2,17,13,3,1,1,14,1,2,1,2,5,0,0,0,1,4,20180405,13.26666667,2,2,Smartphone,0.382904955
1432,EN,2,3,1,2,0,1,1,0,1,0,2,0,1,1,0,0,1,0,1,2,1,1,4,4,4,1,1,0,1,0,1,1,0,0,0,5,3, , , , , , , , , , , , , , , , ,3,4,3,3,4,0,0,0,0,0,0,0,1,2,2,2,2,3,2,3,2,1,1,2,1,4,4,3,4, , , , , , ,2,3,3,2,3,3,1,2,1,2,0,0,0,0,0,1,2,2,1,2,1,2,3,2,3,0,0,1,0,0,0,0,0,0,0,0,3,3,3,3,2,2,2,2,3,4,3,2,2,3,0,0,0,0,0,0,1,3,2,2,2,2,2,1,14,11,1,1,1,10,1,4,1,2,3,0,0,1,1,1,20180406,22.3,2,2,Smartphone,0.268568705
1433,EN,2,2,1,3,0,0,1,0,0,0,3,1,1,1,0,0,1,0,1,2,1,1,4,3,4,2,1,0,1,1,1,1,0,0,0,3,1,1, , , , , , , , , , , , , , , ,2,2,1,3,2,1,1,1,0,1,0,1,0,2,2,1,2,3,2,2,3,1,1,2,1,3,2,2,2,1,0,0,0,1,0,1,2,2,2,1,1,1,1,1,1,0,0,0,0,1,0,1,2,2,3,2,1,3,3,2,1,1,1,0,0,1,0,0,0,1,0,2,2,2,2,2,2,1,1,3,3,98,2,3,2,0,0,0,0,1,1,0,3,2,3,2,2,1,1,17,12,1,1,1,14,1,4,1,3,2,0,0,0,0,2,20180331,16.58333333,2,2,Smartphone,1.018897569
1434,EN,1,3,2,2,0,1,1,0,0,0,2,1,1,1,1,1,1,0,1,2,1,1,2,3,2,2,1,0,0,1,1,1,0,0,0,3,2, , , , , , , , , , ,1, , , , , ,2,2,2,1,3,1,0,0,0,0,1,1,0,3,2,2,2,2,1,2,1,2,2,1,2,2,2,2,2,1,0,0,1,0,0,2,2,2,2,1,1,1,1,1,1,1,0,1,0,0,0,2,2,2,2,2,1,3,3,2,0,1,1,1,0,1,1,1,1,0,0,2,2,3,1,1,1,1,1,3,4,4,2,3,3,1,1,1,0,1,1,0,2,2,3,2,2,1,2,17,10,1,1,2,7,1,4,0,2,5,0,0,1,0,4,20180309,18.68333333,2,2,Smartphone,0.356111304
1435,EN,2,2,1,2,0,1,0,0,1,0,2,0,0,0,0,0,1,0,1,2,2,1,4,4,3,1,1,0,1,1,1,1,0,0,0,4,3, , , , , , , , , , , , , , , , ,2,4,4,4,2,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,2,1,2,1,4,3,4,4, , , , , , ,4,4,4,4,1,1,1,2,2,2,0,0,0,0,0,1,3,4,2,4,3,4,4,3,4, , , , , , , , , , , , , , , ,3,3,3,3,4,3,4,4,4,3,0,0,0,0,0,0,1,4,4,4,4,4,4,2,16,10,3,3,2,2,1,4,1,4,6,0,2,4,1,3,20180309,6.983333333,2,2,Smartphone,0.752146392
1436,EN,2,1,1,3,0,1,1,1,0,0,3,0,0,1,0,0,1,0,1,2,1,2,3,3,4,1,1,1,1,1,1,1,0,0,0,5,3, , , , , , , , , , , , , , , , ,4,3,4,4,4,0,0,0,0,0,0,0,1,2,2,2,3,3,3,3,3,1,1,2,1,2,4,4,3, , , , , , ,3,2,2,1,1,3,2,1,1,1,0,0,0,0,0,1,2,1,2,2,2,2,3,4,3,0,0,1,0,0,1,0,0,1,0,0,2,3,2,2,3,3,3,2,3,3,3,4,3,3,0,0,0,0,0,0,1,2,1,1,4,1,3,1,17,14,1,1,1,15,1,2,1,1,4,1,0,1,0,2,20180327,10.95,2,2,Desktop,1.000438021
1437,EN,1,3,3,3,0,0,1,0,0,0,2,0,1,0,0,0,0,0,1,1,1,1,4,4,4,2,1,0,1,0,1,1,0,0,0,4,1,1, , , , , , , , , , , , , , , ,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,3,3,3,3,1,1,2,1,3,3,3,3, , , , , , ,1,1,1,1,3,3,3,2,2,2,0,0,1,0,0,0,1,2,1,3,2,3,4,2,2,0,1,1,0,0,0,0,0,1,0,0,3,3,3,1,1,1,1,1,1,4,4,1,1,4,0,0,0,0,0,0,1,3,4,4,4,4,4,2,13,12,2,1,1,15,1,4,1,2,6,0,0,1,0,5,20180312,5.833333333,2,2,Desktop,0.543470175
1438,EN,2,1,4,3,0,1,0,1,0,0,2,1,1,1,0,1,1,0,1,1,2,1,3,1,3,3,1,1,1,1,1,1,1,0,0,5,3, , , , , , , , , , , , , , , , ,3,2,3,3,3,0,0,1,0,0,0,0,0,1,2,1,1,3,3,3,3,1,1,1,2,3,1,3,2,1,1,0,1,1,0,3,4,3,3,3,3,1,1,1,2,0,0,0,0,0,1,3,3,1,3,1,1,4,2,2,1,0,1,0,0,1,0,0,0,0,0,2,2,2,2,1,1,1,1,3,3,3,1,2,2,1,0,1,0,0,0,0,2,1,3,3,1,2,1,15,10,3,1,2,5,1,4,1,4,6,0,2,2,0,2,20180309,10.1,2,2,Smartphone,3.7927369
1439,EN,1,3,3,2,0,0,0,1,0,0,2,0,0,0,0,0,1,0,1,1,1,1,4,4,4,1,1,0,1,0,1,0,0,0,0,4,2, , , , , , , , , , , , ,1, , , ,3,3,3,3,3,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,2,2,2,2,1,1,1,1,0,0,0,1,1,0,3,4,4,4,1,1,3,1,1,1,1,0,0,0,0,0,2,1,2,1,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,0,0,0,0,0,1,2,2,2,2,2,2,2,13,12,4,1,1,8,1,4,1,1,5,0,0,2,1,2,20180330,8.15,2,2,Smartphone,1.918078068
1440,EN,1,1,1,2,1,1,0,1,1,0,1, , , , , , , ,1,1,1,2,2,4,2,2,1,0,1,1,1,1,0,0,0,4,2, , , , , , , , , ,1, , , , , , ,1,3,2,1,4,1,1,1,0,1,1,1,0,1,3,2,2,3,2,2,2,1,1,2,1,4,2,4,4, , , , , , ,2,4,3,4,1,1,1,2,2,2,1,1,1,1,1,0,1,1,1,4,2,4,4,3,2,1,0,1,0,0,1,1,0,0,1,0,3,1,1,1,2,3,2,1,3,4,4,4,3,4,1,0,1,0,0,1,0,3,2,2,4,2,2,1,15,10,3,1,1,6,1,4,1,3,3,0,0,1,1,1,20180408,37.58333333,2,2,Smartphone,0.95521368
1441,EN,2,4,2,3,0,1,1,1,1,0,2,1,1,1,1,1,1,0,1,1,1,1,4,4,4,1,1,1,0,1,0,1,0,1,0,5,2, , , , , , , , , , , , , , ,98, ,3,1,4,1,1,1,1,1,1,1,0,1,0,1,1,1,1,3,2,1,2,1,1,2,1,1,1,4,3, , , , , , ,1,1,3,4,3,3,3,1,1,1,1,1,0,1,1,0,1,1,1,4,2,2,4,2,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,3,1,4,3,1,1,3,1,1,1,1,0,0,0,1,4,4,4,4,4,1,15,12,4,2,2,10,1,2,1,4,4,0,1,0,1,2,20180407,14.7,2,2,Smartphone,0.349439592
1442,EN,1,3,3,3,0,0,0,1,0,0,1, , , , , , , ,1,2,1,2,4,4,3,2,1,0,1,1,1,1,0,0,0,3,3, , , , , , , , , , , , , , , , ,2,3,3,4,3,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,1,1,1,1,4,4,4,2,0,0,0,0,0,1,77,77,77,77,1,1,2,1,1,1,1,0,1,0,0,0,3,3,4,3,3,2,2,4,3,0,1,0,0,0,0,0,0,0,1,0,3,3,3,3,1,1,2,2,3,4,4,4,4,4,0,0,0,0,0,0,1,3,2,2,3,2,3,2,14,8,2,2,1,6,1,4,1,1,1,0,0,0,0,1,20180322,18.66666667,2,2,Smartphone,2.21407578
1443,EN,1,2,1,3,0,1,0,0,0,0,3,1,1,1,0,1,1,0,1,2,1,2,4,4,4,2,1,0,1,0,1,1,0,0,0,4,2, , , , , , , , , , , , ,1, , , ,4,2,4,2,4,1,1,1,0,0,1,0,0,2,1,2,2,1,1,1,1,2,2,1,2,2,2,3,2,1,0,1,1,1,0,1,3,1,1,1,1,3,1,1,1,1,0,0,0,1,0,2,1,2,4,1,1,2,2,3,0,0,0,0,0,0,0,0,0,0,1,3,3,3,3,1,1,1,1,4,4,4,3,4,4,0,1,0,0,0,0,0,4,1,1,4,1,1,1,15,13,1,1,1,18,1,4,1,1,5,0,0,1,2,2,20180404,8.3,2,2,Smartphone,4.81564012
1444,EN,1,3,1,3,0,0,0,1,1,0,3,1,0,1,0,0,1,0,1,2,1,2,4,4,4,3,1,0,0,0,0,0,0,0,1, ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,77,77,77,77,1, ,2,1, ,1,0,0,0,0,0,1,2,3,2,4,1,1,4,2,3,1,0,0,0,0,0,0,0,0,1,0,2,2,3,3,1,3,1,1,3,2,2,2,2,2,0,0,0,0,0,0,1,2,2,2,3,2,2,2,13,14,1,1,1,15,1,4,0,2,6,0,0,3,1,2,20180327,12.68333333,2,2,Smartphone,2.518384346
1445,EN,2,2,1,2,1,1,1,1,1,0,2,1,1,1,1,1,1,0,1,1,2,2,2,2,2,1,2,1,1,1,1,1,0,0,0,5,2, , , , , , , , , , ,1, , , , , ,2,2,2,3,2,1,1,1,1,1,1,1,0,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,0,0,1,1,0,1,2,1,1,1,1, ,1,1, ,1,0,1,0,1,0,2,2,2,2,2,2,2,2,2,1,0,1,1,1,1,1,1,1,1,0,2,2,2,2,1,1,1,1,3,3,3,3,3,3,0,1,1,1,1,1,0,2,1,2,2,1,2,2,15,10,4,3,1,1,1,1,1,3,2,0,0,0,0,2,20180323,12.16666667,2,2,Smartphone,0.147701149
1446,EN,1,2,1,1,1,0,1,0,1,0,2,1,0,0,1,0,1,0,1,2,1,1,4,2,3,1,1,0,1,1,1,1,0,0,0,4,3, , , , , , , , , , , , , , , , ,2,4,2,1,3,0,1,1,0,1,0,1,0,2,3,1,2,2,2,2,1,1,1,2,1,2,2,3,2,1,0,0,1,1,0,77,77,3,2,1,1,2,2,1,2,1,0,1,0,1,0,1,2,1,1,1,1,2,3,2,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,1,1,1,4,4,4,2,2,3,1,0,1,0,0,1,0,2,2,2,4,3,3,2,14,10,4,1,1,8,1,4,1,4,5,1,0,1,0,3,20180409,22.65,2,2,Smartphone,0.440282742
1447,EN,1,3,2,2,0,1,1,1,1,0,2,1,0,0,0,1,1,0,1,1,1,1,3,1,2,1,1,1,1,1,1,1,1,0,0,5,3, , , , , , , , , , , , , , , , ,3,4,2,1,3,1,1,1,0,0,0,1,0,1,1,1,2,1,1,3,2,1,2,2,1,1,1,1,3, , , , , , ,1,3,1,3,1,1,1,2,2,2,1,0,1,0,1,0,1,2,1,2,1,1,1,1,2,1,1,0,1,0,1,0,0,1,1,0,98,98,98,98,1,1,1,2,2,3,4,1,3,2,1,1,1,0,1,1,0,1,1,1,2,1,2,2,15,13,4,1,1,16,1,2,1,3,4,0,0,1,1,2,20180407,23.15,2,2,Smartphone,1.697279924
1448,EN,1,1,1,3,0,0,1,1,1,0,2,1,1,1,0,0,1,0,2,2,1,1,4,4,4,2,1,0,0,1,1,1,0,0,0,3,1,1, , , , , , , , , , , , , , , ,1,1,1,2,3,1,0,1,0,0,0,1,0,1,1,1,2,3,2,3,3,1,1,2,1,2,3,3,3, , , , , , ,1,3,1,1, ,1,3, ,1,1, , , , , , , , , , , , , ,2,2,1,1,1,0,1,0,1,0,1,1,0,2,1,1,1,2,1,1,1,2,4,3,2,3,2,0,0,0,0,0,0,1,1,1,4,2,1,1,1,17,12,4,1,1,14,1,2,1,3,6,0,2,2,0,2,20180308,17.28333333,2,2,Smartphone,0.203535355
1449,EN,1,4,4,2,0,1,0,0,1,0,3,1,1,1,0,1,1,0,1,1,1,2,3,2,3,1,1,1,1,0,1,1,1,0,0,5,3, , , , , , , , , , , , , , , , ,1,4,3,3,4,0,0,1,0,0,0,0,0,3,2,3,1,3,3,3,3,1,1,2,1,2,4,4,3, , , , , , ,1,3,2,2,1,1,3,2,2,2,0,0,0,0,0,1,2,2,3,2,2,2,4,4,4, , , , , , , , , , , , , , , ,1,1,2,2,2,1,1,1,3,2,0,0,0,0,0,0,1,1,1,2,4,1,1,2,15,13,2,3,2,11,1,2,1,2,4,0,1,0,1,2,20180406,10.75,2,2,Desktop,0.807763526
1450,EN,1,4,1,3,0,0,0,1,0,0,2,0,1,0,0,0,0,0,1,1,1,1,4,2,4,1,1,0,1,1,1,1,0,0,0,4,1, , , , , , , , , , , , , , ,98, ,2,2,2,2,4,1,0,0,0,0,0,0,0,2,2,1,2,2,1,1,1,2,2,1,2,2,1,2,2,1,0,0,0,0,0,3,3,4,3,1,1,2,2,2,2,1,0,0,0,0,0,2,2,1,2,2,1,3,2,2,0,0,0,0,0,0,0,0,1,0,0,3,3,2,3,1,1,1,2,3,4,3,2,3,2,0,0,1,0,0,0,0,2,1,3,2,1,2,2,15,13,1,1,1,16,1,2,1,1,6,0,0,1,3,2,20180405,12.35,2,2,Smartphone,1.014754963
